Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Gen_Group,DaysAsCustomer,NumChildren,NumAcceptedCmp,Total_Purchases,Total_Spending,Conversion_Rate
S1,Cerai,71022000.0,0,1,2014-02-11,30,909000,12000,278000,0,12000,242000,3,5,2,11,8,1,0,0,0,0,0,0,44,Late Adult,Gen X,3153,1,1,21,1453000,0.1
S2,Lajang,90247000.0,0,0,2014-04-29,27,1184000,32000,352000,21000,16000,16000,1,3,4,7,1,0,1,1,1,0,0,1,34,Adult,Millennials,3076,0,4,15,1621000,4.0
S2,Cerai,41335000.0,1,0,2013-12-26,24,112000,19000,21000,16000,14000,5000,3,4,1,4,7,0,0,0,0,0,0,0,54,Mature,Gen X,3200,1,0,12,187000,0.0
S1,Menikah,71952000.0,1,0,2013-01-10,93,656000,80000,455000,52000,107000,93000,2,8,4,8,4,1,0,1,0,0,0,0,36,Late Adult,Millennials,3550,1,2,22,1443000,0.5
S3,Cerai,35682000.0,1,0,2014-06-27,34,23000,0,8000,6000,2000,18000,1,1,1,3,2,0,0,0,0,0,0,0,52,Mature,Gen X,3017,1,0,6,57000,0.0
S1,Cerai,43185000.0,0,1,2013-04-10,88,537000,6000,42000,16000,6000,30000,2,9,3,6,8,0,0,0,0,0,0,0,71,Late Senior,Boomers,3460,1,0,20,637000,0.0
S3,Bertunangan,66375000.0,0,1,2013-11-21,96,712000,0,45000,0,0,191000,3,2,4,5,7,1,0,0,0,0,0,0,74,Late Senior,Boomers,3235,1,1,14,948000,0.1
S2,Menikah,35178000.0,1,0,2013-01-10,10,23000,1000,13000,2000,2000,18000,1,1,1,2,7,1,0,0,0,0,0,1,51,Mature,Gen X,3550,1,2,5,59000,0.3
S1,Menikah,25252000.0,1,0,2013-07-12,26,1000,3000,4000,2000,2000,6000,1,1,0,2,8,0,0,0,0,0,0,0,36,Late Adult,Millennials,3367,1,0,4,18000,0.0
S2,Lajang,55250000.0,0,1,2012-10-21,49,664000,58000,83000,32000,0,66000,4,7,5,10,5,0,0,0,0,0,0,0,57,Senior,Gen X,3631,1,0,26,903000,0.0
S1,Lajang,33249000.0,1,0,2013-02-20,11,6000,10000,21000,19000,14000,42000,2,2,1,3,6,0,0,0,0,0,0,0,47,Mature,Gen X,3509,1,0,8,112000,0.0
S1,Bertunangan,58398000.0,0,0,2013-05-14,44,299000,5000,201000,21000,21000,49000,3,5,4,8,4,0,0,0,0,0,0,0,69,Late Senior,Boomers,3426,0,0,20,596000,0.0
S1,Bertunangan,50272000.0,1,0,2013-08-07,75,99000,13000,66000,43000,8000,4000,3,4,1,5,7,0,0,0,0,0,0,0,40,Late Adult,Millennials,3341,1,0,13,233000,0.0
S3,Menikah,76618000.0,0,0,2012-12-07,64,749000,40000,294000,121000,160000,147000,1,3,2,5,1,0,0,0,0,0,0,0,47,Mature,Gen X,3584,0,0,11,1511000,0.0
D3,Cerai,87305000.0,0,0,2012-09-23,19,345000,25000,501000,63000,138000,80000,1,5,3,8,2,0,0,1,0,0,0,1,62,Senior,Boomers,3659,0,2,17,1152000,1.0
S1,Bertunangan,25851000.0,1,0,2013-02-11,45,9000,4000,18000,7000,5000,5000,2,2,0,3,7,0,0,0,0,0,0,0,44,Late Adult,Gen X,3518,1,0,7,48000,0.0
S1,Cerai,58710000.0,0,1,2013-03-31,77,440000,81000,368000,0,122000,174000,6,11,5,9,6,0,0,0,0,0,0,0,52,Mature,Gen X,3470,1,0,31,1185000,0.0
S1,Lajang,45160000.0,1,1,2014-03-29,9,8000,2000,5000,3000,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,64,Senior,Boomers,3107,2,0,4,21000,0.0
S2,Menikah,74806000.0,0,1,2012-12-19,1,670000,9000,249000,0,28000,9000,2,5,4,5,4,0,0,0,0,0,0,0,57,Senior,Gen X,3572,1,0,16,965000,0.0
S1,Menikah,59111000.0,0,0,2013-05-02,90,524000,0,134000,28000,28000,155000,1,11,1,8,7,0,0,0,0,0,0,0,68,Late Senior,Boomers,3438,0,0,21,869000,0.0
S3,Menikah,18988000.0,1,0,2014-05-23,43,6000,0,6000,2000,1000,1000,2,1,0,3,7,0,0,0,0,0,0,0,38,Late Adult,Millennials,3052,1,0,6,16000,0.0
S1,Menikah,72190000.0,0,0,2013-02-13,79,597000,166000,597000,172000,166000,249000,1,5,6,4,3,0,0,0,0,0,0,0,57,Senior,Gen X,3516,0,0,16,1947000,0.0
S1,Menikah,7500000.0,1,0,2012-08-01,19,7000,0,12000,13000,7000,32000,5,4,1,2,9,1,0,0,0,0,0,1,46,Mature,Gen X,3712,1,2,12,71000,0.2
S1,Menikah,44794000.0,0,1,2014-06-08,99,54000,0,7000,0,0,4000,1,2,0,3,6,0,0,0,0,0,0,0,56,Senior,Gen X,3036,1,0,6,65000,0.0
S1,Menikah,80395000.0,0,0,2013-11-23,62,445000,25000,706000,80000,76000,48000,1,6,5,12,2,0,0,0,1,0,0,0,67,Late Senior,Boomers,3233,0,1,24,1380000,0.5
S2,Cerai,75012000.0,0,0,2014-01-25,41,294000,142000,218000,164000,58000,151000,1,3,8,11,1,0,0,0,0,0,0,0,46,Mature,Gen X,3170,0,0,23,1027000,0.0
S2,Menikah,56962000.0,2,1,2013-10-11,60,292000,3000,77000,10000,3000,26000,7,6,3,5,7,0,0,0,0,0,0,0,57,Senior,Gen X,3276,3,0,21,411000,0.0
S1,Bertunangan,89891000.0,0,0,2013-04-15,17,412000,22000,132000,59000,28000,183000,1,11,6,8,4,0,0,1,0,0,0,0,31,Adult,Millennials,3455,0,1,26,836000,0.2
S3,Cerai,35946000.0,1,1,2013-09-27,24,8000,0,3000,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,73,Late Senior,Boomers,3290,2,0,4,11000,0.0
S3,Bertunangan,53593000.0,1,1,2012-08-07,60,349000,4000,78000,6000,0,43000,8,7,2,6,8,0,0,0,0,0,0,0,69,Late Senior,Boomers,3706,2,0,23,480000,0.0
S1,Menikah,66373000.0,1,1,2013-06-12,57,328000,9000,124000,12000,24000,109000,7,4,2,10,3,0,0,0,0,0,0,0,44,Late Adult,Gen X,3397,2,0,23,606000,0.0
S3,Cerai,45072000.0,1,2,2013-10-16,74,144000,2000,99000,7000,2000,30000,5,6,1,4,8,0,0,0,0,0,0,0,74,Late Senior,Boomers,3271,3,0,16,284000,0.0
S1,Cerai,89694000.0,1,1,2013-10-09,22,1126000,28000,211000,37000,28000,42000,3,4,3,4,5,0,1,1,1,0,0,0,49,Mature,Gen X,3278,2,3,14,1472000,0.6
S1,Menikah,72025000.0,0,0,2014-04-29,46,967000,0,617000,43000,50000,0,1,4,8,13,2,0,1,1,1,0,0,1,73,Late Senior,Boomers,3076,0,4,26,1677000,2.0
S1,Menikah,67432000.0,0,1,2013-03-29,69,432000,79000,341000,177000,136000,170000,2,8,5,4,4,0,0,0,0,0,0,0,49,Mature,Gen X,3472,1,0,19,1335000,0.0
S2,Bertunangan,70545000.0,0,1,2014-06-03,29,138000,39000,63000,55000,18000,21000,1,4,1,7,2,0,0,0,0,0,0,0,70,Late Senior,Boomers,3041,1,0,13,334000,0.0
SMA,Menikah,17487000.0,1,0,2013-03-18,37,0,0,1000,7000,4000,6000,1,1,0,2,7,0,0,0,0,0,0,0,33,Adult,Millennials,3483,1,0,4,18000,0.0
S1,Bertunangan,62882000.0,0,1,2012-08-09,26,509000,133000,497000,78000,24000,97000,2,7,5,6,4,0,0,0,0,0,0,0,53,Mature,Gen X,3704,1,0,20,1338000,0.0
S3,Lajang,64108000.0,0,1,2013-03-23,8,948000,10000,86000,13000,21000,21000,4,6,9,11,5,0,0,0,0,0,0,0,69,Late Senior,Boomers,3478,1,0,30,1099000,0.0
S2,Bertunangan,34941000.0,1,1,2013-03-06,26,39000,2000,25000,4000,3000,24000,2,3,0,3,8,0,0,0,0,0,0,0,66,Late Senior,Boomers,3495,2,0,8,97000,0.0
S3,Lajang,48767000.0,1,2,2014-01-01,79,28000,1000,21000,3000,0,10000,3,2,1,3,5,0,0,0,0,0,0,0,72,Late Senior,Boomers,3194,3,0,9,63000,0.0
D3,Bertunangan,38702000.0,1,0,2013-08-01,71,13000,11000,24000,13000,8000,40000,2,3,0,4,6,0,0,0,0,0,0,0,44,Late Adult,Gen X,3347,1,0,9,109000,0.0
S1,Menikah,82224000.0,0,0,2014-01-25,83,307000,26000,360000,138000,31000,40000,1,6,9,5,3,0,0,0,1,0,0,0,58,Senior,Boomers,3170,0,1,21,902000,0.3
S1,Bertunangan,83844000.0,0,0,2013-05-12,57,901000,31000,345000,75000,31000,191000,1,4,4,11,1,0,0,1,0,0,0,0,70,Late Senior,Boomers,3428,0,1,20,1574000,1.0
D3,Menikah,17003000.0,1,0,2013-12-09,37,2000,5000,12000,4000,8000,7000,3,2,0,4,5,0,0,0,0,0,0,0,47,Mature,Gen X,3217,1,0,9,38000,0.0
S1,Lajang,71163000.0,0,0,2014-03-09,30,283000,17000,372000,138000,106000,44000,1,3,8,12,1,0,0,0,0,0,0,0,27,Adult,Millennials,3127,0,0,24,960000,0.0
S1,Lajang,33697000.0,1,0,2013-09-15,34,4000,3000,7000,0,3000,11000,1,1,0,2,7,1,0,0,0,0,0,0,52,Mature,Gen X,3302,1,1,4,28000,0.1
D3,Menikah,63564000.0,0,0,2014-01-29,0,769000,80000,252000,15000,34000,65000,1,10,10,7,6,1,0,0,0,0,0,1,68,Late Senior,Boomers,3166,0,2,28,1215000,0.3
S3,Bertunangan,83443000.0,0,0,2013-12-31,89,518000,42000,742000,55000,56000,84000,1,6,10,5,2,0,0,0,0,0,0,0,50,Mature,Gen X,3195,0,0,22,1497000,0.0
S3,Bertunangan,51518000.0,0,1,2013-10-03,92,350000,8000,66000,17000,4000,4000,2,3,2,10,3,0,0,0,0,0,0,0,64,Senior,Boomers,3284,1,0,17,449000,0.0
S1,Janda,58330000.0,0,1,2013-12-25,87,445000,53000,213000,104000,98000,151000,1,6,4,13,4,0,0,0,0,0,0,0,47,Mature,Gen X,3201,1,0,24,1064000,0.0
S1,Menikah,80952000.0,0,0,2013-02-28,20,778000,178000,689000,41000,27000,44000,1,8,5,11,8,0,1,1,1,0,0,1,53,Mature,Gen X,3501,0,4,25,1757000,0.5
S1,Bertunangan,75507000.0,0,0,2014-05-02,56,709000,93000,374000,104000,80000,80000,1,8,6,6,3,0,0,0,0,0,0,0,43,Late Adult,Gen X,3073,0,0,21,1440000,0.0
D3,Bertunangan,63855000.0,0,0,2013-02-09,28,359000,35000,314000,93000,116000,89000,1,7,3,13,4,0,0,0,0,0,0,0,44,Late Adult,Gen X,3520,0,0,24,1006000,0.0
S3,Bertunangan,62220000.0,0,1,2012-08-11,55,799000,12000,375000,16000,12000,12000,5,7,6,5,6,0,0,0,0,0,0,1,50,Mature,Gen X,3702,1,1,23,1226000,0.2
S1,Menikah,58512000.0,0,1,2013-09-19,25,895000,10000,101000,13000,0,152000,5,3,4,8,8,0,0,0,0,0,0,0,58,Senior,Boomers,3298,1,0,20,1171000,0.0
S2,Menikah,40662000.0,1,0,2013-03-15,0,40000,2000,23000,0,4000,23000,2,2,1,3,4,0,0,0,0,0,0,0,43,Late Adult,Gen X,3486,1,0,8,92000,0.0
S3,Menikah,38829000.0,0,1,2014-04-06,86,76000,0,7000,0,0,16000,1,3,2,2,5,0,0,0,0,0,0,0,63,Senior,Boomers,3099,1,0,8,99000,0.0
D3,Menikah,35523000.0,1,0,2013-10-03,8,11000,5000,22000,12000,5000,11000,2,3,0,3,7,0,0,0,0,0,0,0,41,Late Adult,Millennials,3284,1,0,8,66000,0.0
S1,Lajang,79146000.0,1,1,2014-04-24,33,245000,16000,223000,21000,43000,16000,2,8,1,8,6,0,0,0,0,0,0,0,55,Senior,Gen X,3081,2,0,19,564000,0.0
S2,Menikah,78285000.0,0,0,2013-10-28,13,647000,107000,391000,175000,67000,40000,1,6,4,10,3,0,0,0,0,0,0,0,34,Adult,Millennials,3259,0,0,21,1427000,0.0
S3,Lajang,31626000.0,1,0,2013-05-10,12,39000,1000,9000,2000,1000,34000,1,2,1,2,7,1,0,0,0,0,0,1,44,Late Adult,Gen X,3430,1,2,6,86000,0.3
S1,Lajang,75127000.0,0,0,2014-05-22,92,203000,35000,305000,46000,17000,227000,1,2,11,5,1,0,0,0,0,0,0,0,70,Late Senior,Boomers,3053,0,0,19,833000,0.0
S1,Menikah,48726000.0,0,1,2013-04-27,90,138000,3000,38000,4000,0,59000,3,3,2,4,6,0,0,0,0,0,0,0,67,Late Senior,Boomers,3443,1,0,12,242000,0.0
S1,Menikah,74985000.0,0,0,2012-09-11,8,587000,51000,898000,247000,0,86000,1,3,6,7,2,0,0,0,0,0,0,0,45,Mature,Gen X,3671,0,0,17,1869000,0.0
S1,Bertunangan,67430000.0,0,0,2012-09-05,6,595000,97000,291000,127000,133000,121000,1,11,5,12,6,0,0,0,0,0,0,0,35,Late Adult,Millennials,3677,0,0,29,1364000,0.0
D3,Menikah,46891000.0,0,1,2013-09-01,91,43000,12000,23000,29000,15000,61000,1,2,1,4,4,0,0,0,0,0,0,0,57,Senior,Gen X,3316,1,0,8,183000,0.0
S2,Menikah,62058000.0,0,1,2013-05-26,52,301000,7000,74000,10000,0,58000,4,6,1,7,6,0,0,0,0,0,0,0,66,Late Senior,Boomers,3414,1,0,18,450000,0.0
S1,Menikah,72063000.0,0,1,2013-07-03,3,180000,32000,348000,76000,32000,90000,2,5,2,12,2,0,0,0,0,0,0,0,43,Late Adult,Gen X,3376,1,0,21,758000,0.0
S3,Menikah,78939000.0,0,0,2013-12-12,57,794000,115000,243000,150000,0,205000,1,8,5,6,3,0,0,0,0,0,0,0,71,Late Senior,Boomers,3214,0,0,20,1507000,0.0
S1,Lajang,42720000.0,1,1,2013-04-24,9,392000,5000,91000,28000,26000,112000,8,7,3,7,8,0,0,0,0,0,0,1,57,Senior,Gen X,3446,2,1,25,654000,0.1
S1,Menikah,33622000.0,1,1,2013-04-13,22,39000,1000,22000,3000,4000,12000,3,2,0,4,7,0,0,0,0,0,0,0,50,Mature,Gen X,3457,2,0,9,81000,0.0
S3,Bertunangan,6835000.0,0,1,2012-12-08,76,107000,2000,12000,2000,2000,12000,0,0,0,1,20,0,0,0,0,0,0,0,65,Late Senior,Boomers,3583,1,0,1,137000,0.0
S1,Bertunangan,41452000.0,1,1,2013-03-06,86,13000,0,3000,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,69,Late Senior,Boomers,3495,2,0,4,16000,0.0
S3,Lajang,40760000.0,0,1,2013-08-30,64,70000,0,17000,0,0,6000,2,2,1,3,6,0,0,0,0,0,0,0,57,Senior,Gen X,3318,1,0,8,93000,0.0
S3,Bertunangan,74250000.0,0,0,2014-01-26,90,680000,11000,392000,75000,0,0,1,2,11,4,1,0,0,0,0,0,0,0,64,Senior,Boomers,3169,0,0,18,1158000,0.0
S2,Lajang,51124000.0,1,1,2013-12-18,79,26000,1000,11000,0,1000,4000,2,1,0,3,3,0,0,0,0,0,0,0,67,Late Senior,Boomers,3208,2,0,6,43000,0.0
S1,Lajang,72258000.0,0,1,2013-09-12,28,522000,0,522000,227000,120000,134000,2,6,9,5,2,0,0,0,0,0,0,0,51,Mature,Gen X,3305,1,0,22,1525000,0.0
S3,Lajang,71466000.0,0,0,2014-04-05,86,412000,12000,546000,78000,182000,0,1,4,4,10,1,0,0,0,0,0,0,0,48,Mature,Gen X,3100,0,0,19,1230000,0.0
S1,Bertunangan,36283000.0,1,1,2014-04-14,42,6000,5000,5000,8000,0,5000,2,1,0,3,4,0,0,0,0,0,0,0,46,Mature,Gen X,3091,2,0,6,29000,0.0
S1,Lajang,20587000.0,1,0,2014-05-11,39,2000,3000,6000,4000,1000,9000,1,1,1,2,7,0,0,0,0,0,0,0,52,Mature,Gen X,3064,1,0,5,25000,0.0
S1,Menikah,30467000.0,1,0,2014-03-19,8,1000,3000,8000,2000,5000,5000,1,1,0,2,7,0,0,0,0,0,0,0,50,Mature,Gen X,3117,1,0,4,24000,0.0
S1,Bertunangan,31590000.0,1,0,2013-06-18,40,6000,2000,15000,6000,6000,3000,1,1,0,3,8,0,0,0,0,0,0,0,50,Mature,Gen X,3391,1,0,5,38000,0.0
SMA,Menikah,20425000.0,1,0,2012-10-29,5,4000,12000,5000,3000,16000,17000,2,2,0,3,7,0,0,0,0,0,0,0,36,Late Adult,Millennials,3623,1,0,7,57000,0.0
S2,Bertunangan,17144000.0,1,1,2014-02-15,96,18000,2000,19000,0,2000,6000,5,3,0,4,7,0,0,0,0,0,0,0,62,Senior,Boomers,3149,2,0,12,47000,0.0
S3,Cerai,42564000.0,0,1,2013-01-02,28,324000,48000,186000,39000,18000,198000,6,6,8,4,7,1,0,0,0,0,0,1,54,Mature,Gen X,3558,1,2,24,813000,0.3
S2,Menikah,43783000.0,1,0,2014-05-29,22,327000,9000,125000,25000,4000,139000,6,7,1,8,7,1,0,0,0,0,0,0,44,Late Adult,Gen X,3046,1,1,22,629000,0.1
S1,Cerai,40780000.0,0,1,2012-09-08,30,229000,27000,71000,13000,3000,34000,4,7,1,5,9,0,0,0,0,0,0,0,46,Mature,Gen X,3674,1,0,17,377000,0.0
S2,Bertunangan,62847000.0,0,0,2013-01-15,45,521000,168000,706000,80000,76000,61000,1,3,6,4,2,0,0,0,0,0,0,0,77,Late Senior,Boomers,3545,0,0,14,1612000,0.0
S3,Menikah,82017000.0,0,0,2012-11-07,58,184000,23000,446000,30000,23000,23000,1,5,4,7,2,0,1,1,1,0,0,1,65,Late Senior,Boomers,3614,0,4,17,729000,2.0
S1,Lajang,16813000.0,0,0,2013-07-19,49,4000,8000,11000,12000,2000,13000,1,2,0,3,7,1,0,0,0,0,0,0,72,Late Senior,Boomers,3360,0,1,6,50000,0.1
S1,Menikah,51267000.0,1,1,2013-10-29,37,183000,2000,64000,7000,2000,12000,4,3,3,5,4,0,0,0,0,0,0,0,44,Late Adult,Gen X,3258,2,0,15,270000,0.0
S1,Lajang,46524000.0,0,1,2013-04-05,70,31000,19000,35000,26000,14000,52000,2,1,1,5,3,0,0,0,0,0,0,0,61,Senior,Boomers,3465,1,0,9,177000,0.0
S2,Lajang,45183000.0,0,0,2013-01-20,33,219000,3000,60000,12000,9000,12000,1,4,1,7,7,0,1,0,0,0,0,0,60,Senior,Boomers,3540,0,1,13,315000,0.1
S3,Menikah,70421000.0,0,1,2014-06-28,98,479000,28000,136000,75000,14000,35000,3,10,3,7,6,0,0,0,0,0,0,0,68,Late Senior,Boomers,3016,1,0,23,767000,0.0
D3,Cerai,60161000.0,0,1,2012-10-23,17,584000,44000,212000,46000,8000,177000,3,11,4,8,8,0,0,0,0,0,0,0,57,Senior,Gen X,3629,1,0,26,1071000,0.0
S1,Bertunangan,73926000.0,0,0,2013-03-02,54,627000,91000,597000,159000,91000,15000,1,6,5,12,3,0,0,0,0,0,0,0,49,Mature,Gen X,3499,0,0,24,1580000,0.0
S1,Menikah,19329000.0,1,0,2013-12-14,39,24000,1000,16000,12000,2000,5000,3,4,0,3,8,0,0,0,0,0,0,0,54,Mature,Gen X,3212,1,0,10,60000,0.0
S2,Menikah,61872000.0,0,1,2013-12-13,81,330000,5000,159000,36000,27000,16000,4,4,4,9,4,0,0,0,0,0,0,0,52,Mature,Gen X,3213,1,0,21,573000,0.0
S1,Janda,46984000.0,1,1,2013-03-26,71,19000,1000,10000,2000,1000,8000,1,1,0,3,5,0,0,0,0,0,0,0,66,Late Senior,Boomers,3475,2,0,5,41000,0.0
S1,Menikah,34838000.0,1,1,2013-01-19,62,28000,23000,29000,29000,14000,47000,3,2,1,4,6,0,0,0,0,0,0,0,71,Late Senior,Boomers,3541,2,0,10,170000,0.0
S3,Lajang,82716000.0,0,0,2013-11-05,8,606000,148000,228000,15000,148000,22000,1,6,8,13,2,0,0,0,0,0,0,0,78,Late Senior,Boomers,3251,0,0,28,1167000,0.0
S1,Menikah,48192000.0,0,0,2013-04-06,76,1039000,43000,204000,153000,58000,29000,3,2,8,12,8,0,1,0,1,1,0,1,64,Senior,Boomers,3464,0,4,25,1526000,0.5
S2,Menikah,49681000.0,0,2,2013-11-04,66,411000,0,26000,0,0,21000,6,7,1,7,7,0,0,0,0,0,0,0,46,Mature,Gen X,3252,2,0,21,458000,0.0
S2,Menikah,56850000.0,0,1,2014-03-23,83,34000,1000,19000,2000,7000,0,1,1,1,3,2,0,0,0,0,0,0,0,51,Mature,Gen X,3113,1,0,6,63000,0.0
S1,Menikah,55267000.0,0,1,2013-10-21,28,161000,28000,136000,32000,3000,45000,4,3,4,6,3,0,0,0,0,0,0,0,65,Late Senior,Boomers,3266,1,0,17,405000,0.0
S1,Menikah,59666000.0,1,1,2013-03-22,87,623000,53000,178000,23000,17000,133000,7,3,2,8,8,0,1,0,0,0,0,0,50,Mature,Gen X,3479,2,1,20,1027000,0.1
S1,Lajang,72504000.0,0,1,2013-04-06,43,604000,26000,470000,123000,161000,94000,2,5,9,6,2,0,0,0,0,0,0,0,50,Mature,Gen X,3464,1,0,22,1478000,0.0
S1,Menikah,26872000.0,0,0,2013-10-16,0,3000,10000,8000,3000,16000,32000,1,1,1,2,6,0,0,0,0,0,0,0,41,Late Adult,Millennials,3271,0,0,5,72000,0.0
S1,Lajang,21359000.0,1,0,2013-04-20,1,12000,2000,17000,6000,1000,10000,2,2,0,3,8,0,0,0,0,0,0,1,50,Mature,Gen X,3450,1,1,7,48000,0.1
S1,Lajang,73170000.0,0,0,2014-05-31,1,184000,174000,256000,50000,30000,32000,1,5,4,6,2,0,0,0,0,0,0,0,47,Mature,Gen X,3044,0,0,16,726000,0.0
S2,Menikah,52750000.0,0,1,2013-02-04,72,393000,0,239000,90000,69000,69000,6,5,7,9,4,0,0,0,0,0,0,0,67,Late Senior,Boomers,3525,1,0,27,860000,0.0
S3,Bertunangan,91820000.0,0,0,2013-11-23,72,410000,73000,747000,76000,161000,30000,0,5,5,12,1,0,0,0,0,0,0,0,36,Late Adult,Millennials,3233,0,0,22,1497000,0.0
S3,Bertunangan,65968000.0,0,1,2014-05-12,12,376000,9000,83000,19000,4000,4000,2,5,4,7,3,0,0,0,0,0,0,0,52,Mature,Gen X,3063,1,0,18,495000,0.0
S1,Menikah,30772000.0,1,1,2014-03-12,89,7000,2000,4000,2000,1000,4000,1,1,0,2,6,0,0,0,0,0,0,0,46,Mature,Gen X,3124,2,0,4,20000,0.0
S1,Lajang,22507000.0,0,0,2012-11-24,67,68000,0,226000,51000,157000,68000,3,10,2,4,9,0,0,0,0,0,0,0,68,Late Senior,Boomers,3597,0,0,19,570000,0.0
S1,Menikah,65685000.0,0,1,2014-03-29,54,642000,14000,49000,0,7000,57000,1,9,2,9,5,0,0,0,0,0,0,0,50,Mature,Gen X,3107,1,0,21,769000,0.0
D3,Menikah,25804000.0,1,0,2013-09-01,34,8000,7000,9000,13000,6000,12000,2,2,0,3,8,0,0,0,0,0,0,0,44,Late Adult,Gen X,3316,1,0,7,55000,0.0
S3,Lajang,76412000.0,0,0,2013-05-05,15,840000,53000,804000,23000,71000,17000,1,5,4,8,3,0,0,1,1,0,0,1,42,Late Adult,Gen X,3435,0,3,18,1808000,1.0
S1,Menikah,22063000.0,1,0,2013-08-08,43,7000,10000,13000,3000,11000,11000,2,2,0,3,7,0,0,0,0,0,0,0,50,Mature,Gen X,3340,1,0,7,55000,0.0
S1,Lajang,57091000.0,0,0,2014-06-15,0,464000,5000,64000,7000,0,37000,1,7,3,7,5,0,0,0,0,1,0,1,61,Senior,Boomers,3029,0,2,18,577000,0.4
S1,Menikah,22419000.0,0,0,2013-04-18,74,30000,3000,47000,19000,21000,42000,1,3,2,2,8,0,0,0,0,0,0,0,59,Senior,Boomers,3452,0,0,8,162000,0.0
S1,Bertunangan,87771000.0,0,1,2013-05-22,61,1492000,38000,287000,50000,57000,33000,1,5,10,4,6,0,1,1,1,1,0,1,63,Senior,Boomers,3418,1,5,20,1957000,0.8
D3,Cerai,78353000.0,0,1,2013-04-16,51,752000,122000,476000,39000,153000,34000,1,10,2,11,8,0,0,0,0,0,0,0,63,Senior,Boomers,3454,1,0,24,1576000,0.0
S1,Menikah,93404000.0,1,2,2013-05-07,97,1279000,15000,287000,20000,0,15000,3,3,4,7,5,0,1,1,0,0,0,0,68,Late Senior,Boomers,3433,3,2,17,1616000,0.4
S1,Cerai,37859000.0,1,2,2013-01-12,75,22000,1000,8000,2000,1000,2000,2,1,0,3,8,0,0,0,0,0,0,0,60,Senior,Boomers,3548,3,0,6,36000,0.0
S3,Janda,80995000.0,0,1,2013-05-11,83,860000,28000,409000,73000,56000,56000,1,8,9,4,4,0,0,0,0,0,0,0,64,Senior,Boomers,3429,1,0,22,1482000,0.0
S1,Bertunangan,16529000.0,1,0,2014-03-01,23,3000,0,5000,13000,0,1000,1,1,0,3,6,0,0,0,0,0,0,0,38,Late Adult,Millennials,3135,1,0,5,22000,0.0
S3,Cerai,55412000.0,1,1,2013-11-22,65,10000,5000,28000,11000,1000,8000,1,2,0,3,5,0,0,0,0,0,0,0,46,Mature,Gen X,3234,2,0,6,63000,0.0
S1,Lajang,48789000.0,0,0,2012-09-10,94,351000,16000,156000,7000,5000,145000,1,6,4,7,6,0,0,0,0,0,0,0,30,Adult,Millennials,3672,0,0,18,680000,0.0
S3,Bertunangan,56575000.0,0,2,2013-05-05,42,421000,5000,90000,0,16000,10000,3,7,3,7,5,0,0,0,0,0,0,0,55,Senior,Gen X,3435,2,0,20,542000,0.0
D3,Bertunangan,25130000.0,1,0,2013-10-02,10,2000,5000,7000,0,18000,18000,2,2,0,3,7,0,0,0,0,0,0,0,42,Late Adult,Gen X,3285,1,0,7,50000,0.0
S1,Menikah,35441000.0,1,1,2013-02-14,94,25000,1000,9000,2000,1000,1000,2,1,0,3,8,0,0,0,0,0,0,0,55,Senior,Gen X,3515,2,0,6,39000,0.0
S1,Menikah,71391000.0,0,1,2013-03-29,50,336000,123000,274000,46000,123000,141000,5,6,5,12,3,0,0,0,0,0,0,0,66,Late Senior,Boomers,3472,1,0,28,1043000,0.0
S2,Lajang,49494000.0,1,0,2013-04-25,46,191000,9000,97000,0,6000,82000,2,6,1,5,7,0,0,0,0,0,0,0,50,Mature,Gen X,3445,1,0,14,385000,0.0
S1,Cerai,81702000.0,0,0,2012-09-23,98,563000,50000,774000,28000,31000,187000,1,7,7,12,3,0,0,0,0,0,0,0,42,Late Adult,Gen X,3659,0,0,27,1633000,0.0
D3,Lajang,45889000.0,0,1,2013-07-02,42,31000,0,6000,0,1000,8000,1,1,0,3,6,0,0,0,0,0,0,0,42,Late Adult,Gen X,3377,1,0,5,46000,0.0
S1,Lajang,56628000.0,0,1,2014-03-21,30,479000,5000,82000,7000,17000,171000,2,7,6,5,5,1,0,0,0,0,0,0,45,Mature,Gen X,3115,1,1,20,761000,0.2
S1,Bertunangan,34026000.0,1,1,2013-08-05,11,18000,6000,15000,12000,8000,17000,3,2,1,3,5,0,0,0,0,0,0,0,72,Late Senior,Boomers,3343,2,0,9,76000,0.0
S1,Menikah,40049000.0,0,1,2012-11-29,61,91000,65000,52000,10000,44000,28000,3,3,2,6,5,0,0,0,0,0,0,0,48,Mature,Gen X,3592,1,0,14,290000,0.0
S1,Lajang,34176000.0,1,0,2014-05-12,12,5000,7000,24000,19000,14000,20000,4,3,0,4,6,0,0,0,0,0,0,0,34,Adult,Millennials,3063,1,0,11,89000,0.0
